lpad;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c21gtrhh;c22gtrhh;c23gtrhh;c24gtrhh;c25gtrhh;c26gtrhh;c27gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
20.46.43.151.410;1;1096;1028;68;0;512;20;66;39;32;119;21;29;85;63;78;31;0;1;887;7;21;31;150;5;1091;348;748;2337;2375;0;2;4;0;1268;1166;0;2337.45;139.9;323.88;2521.43;43.14;28.12;13.81;25.5;110.57;1050.91;1338.85;11.8;1.9;7.4;2410.86;718;286;34;36.2;0;4.9;0.4;3.2;1.2;0;0;1.6;4575;1595;162;80;109;0;2;0;11;0;948;89;35;0;368;57;7;0;303;11;1;0;0;36;49;3;1;9;0;0;1;0;1;11;0;76;21;0;0;0;46;67.51;776.43;162.78;0.03;12.17;1.42;0.27;0.22;36.69;22.82;4.88;14.21;2.25;3.89;5.9;10.63;7.2;15.09;5.78;0.02;1.45;0.02;0.1;149.27;365.23;17.11;0;5.81;206.97;11.79;0.15;14.43;0;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.24;15709;21.2;1008;42.1;3158;57.35;4430;4.71;637;24.17;2838;1.59;148;0.45;38;0.27;223;0.14;7;3.38;271;0.19;12;3.33;793;4.13;623;5.06;743;26.61;5695;17.8;3755;73.71;1242;3.1;195;0.23;13;21.71;354;859.69;374606;2.26;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1066;152;471;1096;1087;3;1091;1004;1014;11;1058;60;0;14;2;1;1;0;0;1;1;0;0;474;407;0;2519.42;41.81;36.2;2335.49;139.5;323.43;2519.42;41.81;28.12;13.41;25.5;108.84;1050.82;1338.66;11.8;1.9;7.4;2410.58;36.2;0;4.9;0.4;3.2;1.2;0;0;1.6
20.46.43.210.154;1;3493;3236;257;0;1072;100;193;169;142;445;120;93;317;257;344;156;74;11;2556;34;175;214;514;105;3388;915;2578;7706;7508;1;90;78;0;3747;3515;1;7339.68;789.6;1181.01;7731.66;305.82;33.52;164.62;24.6;528.56;2786.98;4260.22;64.5;25.5;65.9;7203.1;2323;831;116;1094.2;0;51;2.3;10.1;0;0;0;4.77;16792;7215;840;520;363;0;18;0;125;129;3360;114;305;9;2283;193;79;0;997;54;26;0;1;146;126;6;44;709;350;6;6085;5;224;20;2;303;5;0;0;35;493;195.72;2970.32;1078.73;2.94;19.99;1.22;0.24;0.15;49.99;49.68;14.22;41.05;14.87;1.43;15.84;23.47;7.6;22.05;13.98;2.91;2.95;0.31;1.11;516.51;1100.23;30.7;0;6.73;705.55;14.5;1.72;37.36;0.77;4.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;282.15;42548;26.91;2018;108.72;10082;160.53;19875;22.86;3498;81;11749;9.35;863;5.03;399;1.71;156;0.62;53;22.06;2651;1.29;98;8.31;678;14.02;1696;14.26;1751;33.46;0;53.02;11381;301.13;2997;11.87;1067;0.7;81;35.45;8383;2931.08;1192961;4.83;1388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3337;643;1602;3492;3475;150;3490;3065;3232;216;3397;1581;0;126;6;15;0;0;0;15;38;34;0;1185;1083;0;7719.99;297.25;1094.2;7321.57;779.6;1177.45;7719.99;297.25;33.24;164.16;24.6;519.25;2786.53;4258.71;64.1;25.5;65.9;7200.74;1094.2;0;50.6;2.3;10.1;0;0;0;4.77
20.46.43.442.409;1;1543;1448;95;0;443;14;70;70;55;325;58;63;140;51;174;52;17;11;803;23;109;217;391;76;1467;652;891;3843;3680;0;66;49;0;1001;861;0;3239.02;119.9;406.96;3526.1;89.66;39.2;57.48;46.9;233.24;1097.43;2088.33;33.5;20.8;52.8;3292.86;665;399;78;179.4;0;19.8;16.5;9.6;0;0;0;0;8410;1650;956;650;304;0;22;0;35;0;1372;90;77;0;1254;82;57;0;236;0;5;0;18;26;34;9;31;2;61;0;58;0;48;15;1;111;31;0;0;4;226;467.97;406.57;211.14;1.1;12.42;5.76;0.1;7.45;33.59;50.6;13.86;43.33;11.57;6.91;32.16;34.31;23.56;29.08;43.83;6.74;6.54;1.48;2.02;116.59;324.54;45.82;0;3.27;246.61;18.81;1.46;18.77;2.32;10.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.95;180.38;25246;45.56;2942;65.89;6223;158.03;14378;12.21;2635;34.41;6574;7.01;1700;4.3;871;1.15;239;1.01;165;37.92;5494;1.84;180;11.47;1154;23.59;4025;20.43;4136;10.05;0;19.71;6036;194.69;100;59.18;11085;2.73;742;114.38;19906;1077;350751;22.03;5253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1496;111;391;1540;1530;163;1537;1265;1348;217;1430;269;0;37;28;24;0;0;0;0;33;26;0;534;485;0;3504.17;76.77;179.4;3218.45;118.1;403.82;3504.17;76.77;37.89;57.31;46.9;218.87;1095.53;2084.17;32;20.8;52.8;3285.3;179.4;0;19.1;16;9.5;0;0;0;0
20.46.43.442.595;1;1390;1259;131;0;436;30;90;68;38;226;43;25;149;92;117;54;17;5;736;24;82;119;429;21;1369;291;1099;3321;3239;0;10;5;0;873;766;0;1771.4;164.4;249.49;1856.53;56.61;17.2;61.13;3.7;138.64;678.75;1013.74;18.6;0;6.8;1717.89;935;164;20;187.6;0;10;11.6;1;0.1;0;0;0;6391;4150;393;457;357;42;3;0;32;0;915;14;21;0;694;20;2;0;219;0;5;0;7;30;26;2;1;6;0;1;1;0;2;2;0;80;31;0;0;0;46;11.81;768.89;206.06;0;3;0;0.04;0.02;10.09;11.02;3.81;12.15;2.27;0.23;7.98;6.82;3.35;14.24;5.87;0.43;0.54;0.09;0.44;140.57;296.21;5.26;0;0.89;166.76;8.46;0.33;18.49;1.29;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;67.85;11558;9.6;1232;29.74;4429;36.25;5617;12.89;1654;17.44;3021;9.99;540;1.7;276;0.48;91;0.13;22;7.62;1107;0.71;133;2.92;338;7.69;1618;4.54;618;1.73;0;17.27;6393;191.44;1430;3.69;453;2.19;295;7.42;1615;545.12;227592;3.92;748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1312;125;384;1387;1377;25;1384;1051;1256;16;1273;268;0;18;26;1;1;0;0;0;1;1;0;225;195;0;1845.15;50.13;187.6;1760.06;163;248.09;1845.15;50.13;16.77;60.41;3.5;130.81;678.09;1010.85;18.6;0;6.8;1714.34;187.6;0;10;11.6;1;0.1;0;0;0
20.46.43.442.742;1;507;472;35;0;195;10;24;22;26;44;19;12;50;39;51;14;1;0;469;0;18;12;8;2;505;153;354;1079;1042;1;55;38;0;651;641;0;1208.06;123.3;204.54;1289.3;40.21;4.27;11.89;0.2;56.57;439.64;780.19;7;0.9;5;1232.73;309;125;25;124.5;0;1.7;1;0;0;0;0;1.21;2184;2230;103;111;33;0;0;0;0;0;528;0;53;0;335;44;25;0;187;0;3;0;1;19;10;0;1;5;0;0;0;0;3;7;2;0;1;0;0;0;12;102.68;390.72;183.13;0.1;3.99;0;0;0.05;15.68;10.94;7.93;4.22;5.28;0.02;10.42;9.65;1.48;4.94;12.13;0.01;0.02;0;0.05;72.13;163.67;13.05;0;0.17;137.87;4.2;0.1;12.74;0;1.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.13;17.35;2120;3.86;276;10.96;1012;8.6;853;3.46;590;10.47;1053;1.48;157;2.1;144;0.21;21;0.29;15;4.51;818;0.14;13;0.84;74;3.79;523;2.16;213;1.05;0;10.5;2126;52.4;0;2.8;203;0.41;36;3.9;1058;614.09;202080;4.76;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;104;304;504;500;2;503;467;430;21;488;184;0;7;2;0;0;0;0;4;16;13;0;246;238;0;1287.21;38.54;124.5;1195.67;111.7;203.24;1287.21;38.54;4.17;11.89;0.2;54.8;439.4;780.11;7;0.9;5;1232.41;124.5;0;1.7;1;0;0;0;0;1.21
20.46.43.509.074;1;384;338;46;0;160;15;28;21;9;83;11;5;24;3;16;6;3;0;374;0;8;2;0;0;384;305;79;934;912;0;6;11;0;470;383;0;1545.02;17.9;16.65;1543.77;78.85;6.43;64.55;159.7;309.53;592.54;605.7;1.1;0;34.9;1234.24;188;145;32;168.2;0;0;0;0;0;0;0;0;2726;5960;24;30;29;0;0;0;4;0;267;0;22;0;468;157;0;0;30;0;0;0;1;28;37;0;2;0;0;0;0;0;18;6;2;0;1;0;0;1;9;134.53;104.85;149.8;0;8.01;0;0;0;2.97;8.47;1.8;5.73;0.82;0;2.23;4.3;2.47;2.83;5.35;0;0.75;0.25;0;46.85;121.08;13.38;0;0;147.07;4.35;0.3;16.75;0.2;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.1;4953;2.29;246;22.12;2012;21.84;2444;4.88;488;7.39;739;6.06;629;1.27;126;0.57;57;0.01;7;4.57;456;0.08;8;4.16;356;4.55;455;2.3;230;3.9;999;6.05;1416;25.18;5397;1.57;157;0.51;51;3.05;733;415.35;98650;0.83;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;11;21;384;383;162;383;298;354;106;368;200;0;0;0;0;0;0;0;0;5;8;0;250;214;0;1539.96;75.35;168.2;1541.71;17.9;16.15;1539.96;75.35;6.43;64.45;159.5;305.73;592.53;605.7;1.1;0;34.9;1234.23;168.2;0;0;0;0;0;0;0;0
20.46.43.509.075;1;5018;4593;425;0;1362;129;341;278;165;1127;143;169;556;224;338;130;40;16;2761;56;239;461;1501;165;4853;2392;2626;11311;10928;0;64;37;0;3441;1754;0;7287.9;590.9;737.92;7435.99;612.31;80.62;286.44;127.7;1107.07;2799.83;3162.69;79.9;15;271.5;6328.92;3197;663;82;595.8;0;45.2;13.2;7.8;0.2;0;0;0;27042;14987;3539;2000;3299;0;15;56;77;13;4524;98;301;9;3668;148;68;0;1112;0;22;0;8;45;171;14;3;215;3;0;187;10;84;14;1;99;12;0;0;45;129;831.88;1512.43;589.03;0.25;6.06;0;1.79;0.46;27.29;60.63;11.66;30.28;9.47;2.89;20.02;30.86;14.4;21.46;29.13;4.6;3.41;3.39;1.28;347.58;782.36;42.25;0;1.03;566.03;15.97;0.56;21.12;0.26;6.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.45;359.54;43913;81.26;7036;177.02;16378;225.35;23700;22;3247;54.43;6326;13.39;1675;9.24;1586;2.36;411;3.02;327;16.37;2560;1.24;146;19.85;2602;28.15;3613;11.97;2077;17.98;0;32.07;7214;256.91;5;7.66;797;5.44;750;76.36;7689;1675.13;443483;68.06;6330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4581;430;1106;4897;4825;258;4865;3110;3851;256;4326;717;0;81;21;9;1;0;0;0;14;12;0;796;483;0;7368.68;559.55;595.8;7198.82;552.8;721.66;7368.68;559.55;77.79;280.66;125.6;1043.6;2799.17;3159.51;79.9;15;271.5;6325.08;595.8;0;45.2;13.2;7.8;0.2;0;0;0
20.46.43.509.114;1;554;523;31;0;193;7;30;23;12;50;21;50;62;38;46;13;5;4;490;39;9;8;8;3;551;162;392;1289;1241;1;3;3;0;576;331;0;1140.6;39.6;51.9;1152.9;86.52;10.94;14.36;1.4;113.22;430.38;596;5.6;2.1;5.6;1039.68;320;134;13;215.5;0;0;5;0;1.2;0;0;0;4184;1200;507;307;105;0;1;0;6;0;585;11;81;9;547;72;6;0;299;0;2;11;0;14;38;0;0;0;0;0;4;0;27;13;0;1;0;0;0;2;128;7.11;431.52;178.71;0.3;1.2;0;0;0.02;7.58;8.56;1.59;2.79;1.26;0.02;2.35;2.33;1.92;3;0.21;1.4;1;0.05;0.05;72.2;164.73;4.99;0;0.2;136.62;2.05;0.8;4.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.39;5519;4.7;260;9.73;1240;30.3;3122;0.43;70;6.77;2377;0.32;43;0.24;26;0.41;104;0.17;18;0.81;180;0.41;45;0.27;21;6.35;348;1.63;733;2.15;0;1.32;775;26.43;0;1.14;132;1.18;230;17.81;2751;467.04;131267;1.8;570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;31;74;497;483;6;487;458;420;9;490;280;0;0;1;0;1;0;0;0;3;3;0;167;111;0;1150.82;84.9;215.5;1138.52;39.6;51.9;1150.82;84.9;10.94;14.36;1.2;111.4;430.24;595.88;5.6;2.1;5.6;1039.42;215.5;0;0;5;0;1.2;0;0;0
20.46.43.509.115;1;2029;1815;214;0;554;64;130;129;96;417;68;65;171;78;188;43;21;5;1371;14;67;224;353;35;1994;488;1541;4814;4629;3;31;19;0;1271;885;0;4671.96;143.8;140.68;4668.84;385.82;17.32;148.86;51.2;603.2;1714.52;2295.42;8.4;2.2;45.1;4065.64;1119;341;132;264.6;0;3.9;2;0;0;0;0;0.5;14772;10100;1876;2358;943;0;126;58;105;120;2215;70;59;0;2057;40;43;0;491;11;6;13;5;20;126;5;8;5;0;0;2;0;7;19;5;57;3;0;0;8;88;232;794.79;326.3;1.41;3.21;0.02;0.07;0.02;18.2;28.66;0.54;6.8;7.35;0.43;7.49;7.8;3.44;4.83;6.34;4.17;5.38;0.5;0.15;156.51;407.72;21.57;0;0.55;323.98;4.22;0.01;16.17;1;0.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;287.28;30763;21.29;1218;58.15;4865;203.05;18160;2.52;279;13.83;1840;1.73;121;32.19;319;0.84;86;1.06;95;30.23;3103;0.56;51;2.03;216;2.57;674;2.89;297;0.5;0;4.03;620;129.56;0;23.31;1280;5.03;850;29.67;1572;1465.1;295811;1.44;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1984;124;220;2003;1987;182;2002;1333;1294;42;1697;344;0;12;1;0;0;0;0;1;19;8;0;460;396;0;4609.78;342.67;264.6;4606.7;136;139.08;4609.78;342.67;15.51;141.32;45.8;545.3;1714.21;2294.87;8.1;2.2;45.1;4064.48;264.6;0;3.9;2;0;0;0;0;0.5
20.46.43.509.668;1;1433;1393;40;0;359;18;57;85;54;238;31;40;196;111;169;54;19;2;1348;0;61;24;0;5;1428;350;1083;3216;3065;0;10;3;0;1701;1493;0;5954.15;75.6;70.3;5948.85;397.69;19.85;198.46;1.7;617.7;2420.48;2893.87;10.5;0;6.3;5331.15;752;501;146;295.7;0;10.4;1.6;0;0;0;0;0;13638;5470;591;1026;28;0;10;0;12;0;1596;27;104;10;2071;399;107;0;960;0;5;0;1;69;52;3;0;55;0;0;1;0;0;15;2;2;0;0;0;5;97;531.55;1073.49;383.26;0.1;2.03;0;0;1.17;47.37;31.8;4.75;5.16;0.61;0.74;0.34;0.8;1.05;3.63;0.44;0.52;0.05;1;0;218.95;519.16;11.3;0;0.6;826.04;18.04;0;9.05;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;354.74;37347;6.03;83;38.28;4139;162.03;15929;1.63;739;40.16;9348;1.27;80;0.81;2303;0.2;19;1.21;424;24.71;5951;0.1;12;2.05;3375;1.99;268;10.67;2691;1.99;0;11.48;5691;75.35;0;0.08;8;0;0;36;3204;2034.59;430178;51.07;2370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1407;59;125;1416;1405;4;1410;1389;1308;12;1411;335;0;14;4;0;0;0;0;0;0;0;0;869;704;0;5947.55;396.89;295.5;5952.05;74.8;70.3;5947.55;396.89;19.35;198.46;1.7;616.4;2420.48;2893.87;10.5;0;6.3;5331.15;295.5;0;10.4;1.6;0;0;0;0;0
20.46.47.307.073;1;503;456;47;0;98;19;64;40;26;94;13;27;41;36;29;13;2;1;405;4;28;29;37;5;498;460;43;1200;1193;0;11;3;0;582;527;0;776.84;37.1;140.13;879.87;42.96;6.97;0.1;0.1;50.13;378.09;446.75;3.1;1.7;0.1;829.74;397;81;6;56.6;0;4.4;0.5;0;0;0;0;0.45;5181;4120;196;112;54;0;4;0;17;0;774;0;109;0;1355;15;74;12;479;12;13;0;11;13;16;0;7;16;0;0;0;0;0;4;0;0;3;0;0;0;141;71.6;347.25;84;0;2.39;0;0.05;0;2.34;12.05;2.91;7.96;1.4;0;1.71;5.2;1.51;3.25;9.59;0.09;0.07;0;0;63.08;134.47;2.19;0;0.15;86.11;2.62;0.35;1.1;0.05;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.53;43.04;8812;6.54;898;47.44;8127;37.12;6737;5.28;892;7.5;1574;3.08;1061;2.77;375;0.37;49;0.34;24;3.13;541;1.88;183;3.99;444;5.95;1411;6.03;675;3.7;0;3.47;1043;70.05;0;0.32;67;0;0;10.74;1419;147.63;68958;1.14;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483;40;198;502;502;1;502;414;478;1;490;104;0;16;1;0;0;0;0;2;6;1;0;112;89;0;878.72;41.87;56.6;774.34;35.1;139.48;878.72;41.87;6.97;0.1;0.1;49.04;378.09;446.69;3.1;1.7;0.1;829.68;56.6;0;4.4;0.5;0;0;0;0;0.45
